"","Year","LifeExpectancy","Alcohol","TotalExpenditure","HepatitisB","Measles","Polio","BMI","HIV/AIDS","GDP","Schooling","HDI_Income"
"2210",2006,72,3.52,35,0,7.3,37,4.68,0.1,287.963899,0.677,12.7
"2211",2005,71.6,3.63,41,0,69.7,55,4.47,0.1,2571.262348,0.671,12.6
"2212",2004,71.4,3.62,54,0,68.9,26,4.45,0.1,2351.33814,0.665,12.4
"2213",2003,79,4.17,83,0,68.2,82,4.71,0.1,197.29417,0.659,12.3
"2214",2002,76,3.3,86,0,67.4,85,5.1,0.1,1631.41727,0.653,12.1
"2215",2001,75,3.43,89,0,66.5,83,5.16,0.1,1555.47451,0.645,12
"2216",2000,72,3,89,0,65.6,94,5.31,0.1,154.68923,0.64,12.1
"2217",2013,NA,0.01,69,0,NA,69,6.5,0.1,NA,NA,15.1
"2218",2015,67.5,NA,96,0,3.9,96,NA,0.2,1624.63963,0.565,11.2
"2219",2014,67.3,0.01,95,0,3.1,95,8.35,0.2,1821.878734,0.562,11.1
"2220",2013,67.1,0.01,97,0,29.3,97,9.76,0.2,1619.532678,0.559,11
"2221",2012,66.9,0.01,96,0,28.5,96,8.6,0.5,138.949959,0.553,10.8
"2222",2011,66.6,5.69,96,0,27.7,96,5.44,0.5,134.326189,0.546,10.6
"2223",2010,66.2,5.58,98,0,26.9,98,5.24,0.5,1129.754961,0.542,10.6
"2224",2009,65.8,4.13,98,0,26.2,99,6.65,0.9,199.57146,0.533,10.1
"2225",2008,65.4,4.36,99,0,25.4,99,5.66,0.9,1126.46212,0.531,10.4
"2226",2007,65.1,4.14,87,0,24.7,98,7.44,1.2,894.927988,0.527,10.3
"2227",2006,64.7,5.46,75,0,24,97,7.84,1.2,843.89447,0.521,10.2
"2228",2005,64.3,5.27,96,0,23.4,97,1.4,1.6,81.86157,0.514,10
"2229",2004,63.8,5.78,7,0,22.8,99,9.94,1.6,693.345683,0.509,9.8
"2230",2003,63.4,6.54,43,0,22.2,94,11.12,1.6,649.342153,0.504,9.7
"2231",2002,63.1,5.8,NA,0,21.7,92,1.21,1.4,555.8185378,0.501,9.6
"2232",2001,62.8,5.02,NA,0,21.1,9,1.28,1.5,51.216381,0.497,9.4
"2233",2000,62.6,5.07,NA,0,2.7,87,8.86,1.5,NA,0.488,9.3
"2234",2015,74.5,NA,98,219,68.2,97,NA,0.1,2732.86172,0.845,16.1
"2235",2014,74.4,0.09,98,154,67.3,98,4.68,0.1,24575.434,0.841,15.8
"2236",2013,74.3,0.09,98,1164,66.4,98,4.25,0.1,24934.38614,0.83,15.2
"2237",2012,74.1,0.09,98,294,65.6,98,3.86,0.1,2533.9462,0.818,14.5
"2238",2011,73.9,0.09,98,362,64.7,98,3.57,0.1,2377.74739,0.804,13.9
"2239",2010,73.7,0.09,98,334,63.9,98,3.49,0.1,19259.58726,0.792,13.3
"2240",2009,73.4,0.09,98,82,63.1,98,4.9,0.1,1694.2931,0.787,13
"2241",2008,73.3,0.09,98,158,62.4,98,2.87,0.1,237.83234,0.779,12.8
"2242",2007,73.2,0.1,96,4648,61.6,96,3.49,0.1,16472.1665,0.773,12.7
"2243",2006,73.2,0.08,96,807,6.9,96,3.55,0.1,15334.66994,0.767,12.5
"2244",2005,73.1,0.05,97,373,6.2,96,3.42,0.1,13739.82945,0.761,12.4
"2245",2004,73.1,0.06,96,1880,59.4,96,3.58,0.1,11138.8746,0.754,12.3
"2246",2003,73,0.05,95,1208,58.5,95,4.2,0.1,9567.458285,0.747,12.2
"2247",2002,72.9,0.05,97,311,57.7,95,4.28,0.1,8655.311531,0.745,12.1
"2248",2001,72.8,0.05,95,155,56.9,97,4.49,0.1,8643.4944,0.742,12
"2249",2000,72.6,0.05,93,0,56.2,95,4.24,0.1,9126.954277,0.737,11.8
"2250",2015,66.7,NA,89,58,24.3,85,NA,0.3,98.7256145,0.491,9.5
"2251",2014,66.4,0.26,89,32,23.8,85,4.66,0.3,152.443873,0.483,9.1
"2252",2013,66,0.26,92,17,23.2,89,4.51,0.3,148.912351,0.474,8.7
"2253",2012,65.6,0.28,91,46,22.7,83,4.31,0.4,136.4518,0.463,8.3
"2254",2011,64.9,0.32,92,18,22.2,89,4.42,0.4,18.25321,0.455,7.9
"2255",2010,64.3,0.28,89,428,21.7,76,4.62,0.4,11.631377,0.449,7.7
"2256",2009,63.5,0.3,86,999,21.2,83,4.81,0.5,12.566464,0.444,7.5
"2257",2008,62.8,0.28,88,6,2.8,87,4.94,0.6,11.33678,0.435,7.1
"2258",2007,62.1,0.32,94,11,2.3,93,4.72,0.7,95.3978522,0.425,6.8
"2259",2006,61.3,0.34,89,3,19.9,89,5.44,0.7,89.838296,0.422,6.6
"2260",2005,65,0.33,84,0,19.5,84,5.35,0.7,773.8698713,0.415,6.4
"2261",2004,59.7,0.35,54,31,19.1,87,5.68,0.7,733.581811,0.408,6.2
"2262",2003,59,0.33,NA,1519,18.7,73,5.4,0.7,642.7663113,0.401,5.9
"2263",2002,58.4,0.36,NA,18184,18.3,6,5.6,0.7,513.26227,0.397,5.7
"2264",2001,57.9,0.34,NA,24789,17.9,49,4.98,0.6,481.287397,0.381,5.4
"2265",2000,57.5,0.29,NA,5839,17.5,49,4.63,0.5,473.45338,0.378,5.2
"2266",2015,75.6,NA,94,383,6,95,NA,0.1,5237.255334,0.775,14.4
"2267",2014,75.4,9.09,92,37,59.4,93,1.37,0.1,62.173221,0.771,14.3
"2268",2013,75.3,9.16,91,1,58.9,97,1.12,0.1,6353.826383,0.766,14.1
"2269",2012,74.9,9.38,97,0,58.3,93,9.89,0.1,5659.3824,0.767,14
"2270",2011,74.6,9.56,94,370,57.7,94,9.72,0.1,6423.291783,0.757,13.5
"2271",2010,74.4,9.65,89,20,57,91,1.9,0.1,5411.87744,0.755,13.6
"2272",2009,74.1,9.85,93,1,56.4,97,9.9,0.1,5821.35397,0.754,13.6
"2273",2008,74,9.54,93,2,55.8,95,1.5,0.1,671.773913,0.749,13.5
"2274",2007,73.8,9.3,99,201,55.1,93,1.2,0.1,5458.121718,0.743,13.5
"2275",2006,73.6,8.58,93,2,54.5,97,8.99,0.1,4129.758741,0.739,13.4
"2276",2005,73,9.6,65,2,53.9,98,8.7,0.1,3528.1318,0.73,13.2
"2277",2004,73,7.42,89,11,53.3,96,8.24,0.1,3331.228766,0.72,13.1
"2278",2003,73,7.25,NA,15,52.8,89,8.13,0.1,2832.49652,0.715,13
"2279",2002,72.9,6.95,NA,63,52.2,95,8.9,0.1,2149.9944,0.715,13.2
"2280",2001,73.1,7.53,NA,35,51.7,93,6.89,0.1,1634.87561,0.709,13.1
"2281",2000,72.6,7.38,NA,38,51.2,98,6.53,0.1,87.1365252,0.702,13
"2282",2015,73.2,NA,98,0,37.4,97,NA,0.1,1539.464,0.781,14.1
"2283",2014,73,0.01,99,0,36.2,99,3.37,0.1,1557.77892,0.766,13.2
"2284",2013,72.9,0.01,99,0,35.5,98,3.58,0.1,15687.34795,0.762,13.5
"2285",2012,72.7,0.01,99,0,34.8,98,4.8,0.1,12845.17363,0.755,13.5
"2286",2011,72.6,9.72,99,0,34.2,99,3.38,0.1,12189.9516,0.744,13.3
"2287",2010,72.4,6.51,99,0,33.5,99,3.59,0.1,184.68447,0.74,13.2
"2288",2009,72.3,4.94,99,0,32.4,99,2.64,0.1,976.9566,0.739,13.2
"2289",2008,72.2,6.33,99,0,31.8,99,2.64,0.1,11122.8627,0.739,13.2
"2290",2007,72.2,8.12,99,1,31.2,99,3.3,0.1,12154.82994,0.733,13.1
"2291",2006,72.2,8.12,99,10,3.7,99,3.73,0.1,1214.39987,0.728,13.1
"2292",2005,72.2,7.82,99,0,3.1,99,3.91,0.1,1192.5174,0.712,12.1
"2293",2004,72.1,7.91,99,0,29.2,99,4.17,0.1,1176.65871,0.715,12.3
"2294",2003,72.1,7.41,99,0,28.7,99,4.64,0.1,8524.961236,0.713,12.1
"2295",2002,72.1,11.15,99,0,28.1,99,4.21,0.1,8331.261997,0.712,12.1
"2296",2001,72,6.72,96,0,27.6,96,4.45,0.1,7663.1378,0.714,12.2
"2297",2000,71.8,8.24,98,0,27.1,98,4.62,0.1,7578.85153,0,12.3
"2298",2015,51,NA,86,607,24.4,86,NA,0.5,587.538233,0.431,9.5
"2299",2014,48.1,0.01,83,1006,23.8,83,11.9,0.6,78.4394757,0.426,9.5
"2300",2013,54,0.01,92,15,23.3,92,11.59,0.8,71.8186998,0.413,9.3
"2301",2012,49.7,0.01,91,678,22.7,91,11.24,0.9,561.8984239,0.401,9.1
"2302",2011,48.9,3.78,89,1865,22.2,88,11.98,1.3,445.525,0.392,8.9
"2303",2010,48.1,3.84,86,1089,21.7,84,1.32,1.6,45.128418,0.384,8.7
"2304",2009,47.1,3.97,84,31,21.2,81,13.13,1.7,394.5932439,0.375,8.5
"2305",2008,46.2,3.91,77,44,2.7,75,1.29,1.9,46.3759178,0.367,8.3
"2306",2007,45.3,3.86,63,0,2.2,63,1.12,2.2,358.8274716,0.357,8.2
"2307",2006,44.3,3.8,NA,33,19.7,65,1.68,2.2,322.313468,0.348,8
"2308",2005,43.3,3.83,NA,29,19.2,67,12.25,2.2,287.6891942,0.341,7.8
"2309",2004,42.3,3.99,NA,7,18.8,69,11.66,2.1,263.145817,0.332,7.6
"2310",2003,41.5,4.07,NA,586,18.4,66,11.69,1.9,263.7618312,0.322,7.4
"2311",2002,48,4.06,NA,568,17.9,54,11.96,1.7,249.939542,0.306,7.2
"2312",2001,41,4.21,NA,649,17.5,38,11.83,1.5,227.779471,0.302,7
"2313",2000,39,3.97,NA,3575,17.2,46,13.63,1.2,139.3147734,0.292,6.7
"2314",2015,83.1,1.79,96,0,33.2,96,NA,0.1,53629.73746,0.924,15.4
"2315",2014,82.9,1.83,96,0,32.9,96,4.92,0.1,56336.7234,0.922,15.4
"2316",2013,82.7,1.83,97,138,32.7,97,4.53,0.1,5629.18914,0.92,15.4
"2317",2012,82.5,1.89,97,42,32.4,97,4.22,0.1,54431.16199,0.917,15.4
"2318",2011,82.2,1.8,96,148,32.1,96,3.93,0.1,53166.67581,0.911,15.2
"2319",2010,82,1.84,96,50,31.8,96,3.96,0.1,46569.67951,0.889,14.5
"2320",2009,81.7,1.73,96,16,31.5,97,4.27,0.1,38577.55822,0.887,14.4
"2321",2008,81.4,1.7,97,18,31.2,97,3.91,0.1,39721.4818,0.88,14.2
"2322",2007,81.1,1.6,96,15,3.9,97,3.46,0.1,39223.58187,0.873,14.1
"2323",2006,87,1.55,95,23,3.5,95,3.66,0.1,33579.85948,0.839,13.9
"2324",2005,82,1.49,96,33,3.2,96,3.74,0.1,29869.85398,0.821,12.6
"2325",2004,79.7,1.45,94,96,29.9,95,3.17,0.1,2745.27136,0.82,12.7
"2326",2003,79.3,1.43,95,33,29.6,96,3.63,0.1,23573.6284,0.819,12.7
"2327",2002,79,2.16,95,211,29.2,94,2.84,0.1,2216.83279,0.818,12.6
"2328",2001,78.7,2.08,95,408,28.9,95,2.37,0.1,21577.7823,0.82,12.7
"2329",2000,78.3,2.03,97,141,28.5,98,2.71,0.1,23792.677,0.81,12.5
"2330",2015,76.7,NA,96,1,59.1,96,NA,0.1,NA,0.842,15
"2331",2014,76.4,10.6,97,0,58.4,97,8.5,0.1,NA,0.841,15.1
"2332",2013,76.1,9.89,98,0,57.8,98,8,0.1,NA,0.838,15
"2333",2012,75.8,10.12,99,0,57.2,99,8.15,0.1,NA,0.835,15
"2334",2011,75.6,10.24,99,0,56.5,99,7.96,0.1,NA,0.829,15
"2335",2010,75.1,10.13,99,0,55.9,99,8.51,0.1,NA,0.822,15
"2336",2009,75,10.63,99,0,55.3,99,9.15,0.1,NA,0.82,14.9
"2337",2008,74.7,11.37,99,0,54.8,99,8.2,0.1,NA,0.813,14.8
"2338",2007,74.4,10.58,99,0,54.2,99,7.76,0.1,NA,0.802,14.5
"2339",2006,74.3,10.28,99,0,53.7,99,7.35,0.1,NA,0.793,14.3
"2340",2005,74,10.81,99,0,53.1,99,7.4,0.1,NA,0.784,14
"2341",2004,74.1,10.03,99,2,52.6,99,7.21,0.1,NA,0.776,13.8
"2342",2003,73.8,9.85,99,1,52.1,98,5.82,0.1,NA,0.771,13.6
"2343",2002,73.7,10.78,99,0,51.6,98,5.63,0.1,NA,0.763,13.3
"2344",2001,73.3,10.73,99,0,51.1,99,5.5,0.1,NA,0.763,13.3
"2345",2000,73,11.06,98,0,5.7,98,5.5,0.1,NA,0.761,13
"2346",2015,88,NA,NA,18,6.1,95,NA,0.1,2729.86383,0.888,17.3
"2347",2014,87,10.46,NA,52,59.5,95,9.23,0.1,242.67286,0.888,17.6
"2348",2013,85,9.53,NA,1,58.9,95,9.29,0.1,2315.31799,0.878,16.8
"2349",2012,82,10.95,NA,2,58.2,96,9.37,0.1,22486.47167,0.877,16.8
"2350",2011,79.8,10.61,NA,22,57.6,96,9.8,0.1,24985.24827,0.876,17
"2351",2010,79.5,10.32,NA,2,57,96,9.7,0.1,23437.4722,0.872,16.9
"2352",2009,79.1,10.52,NA,0,56.4,96,9.38,0.1,24633.79785,0.873,16.9
"2353",2008,78.9,10.94,NA,0,55.8,97,8.47,0.1,2751.8127,0.869,16.9
"2354",2007,78.3,11.02,NA,0,55.2,97,7.98,0.1,23841.31792,0.865,16.8
"2355",2006,78.1,12.26,NA,0,54.7,97,8.42,0.1,19726.1265,0.858,16.7
"2356",2005,77.5,11.14,NA,0,54.1,95,8.5,0.1,18169.1891,0.853,16.3
"2357",2004,77.2,10,NA,0,53.5,94,8.47,0.1,1726.9151,0.85,16.6
"2358",2003,76.5,11.58,NA,0,52.9,95,8.77,0.1,1488.47154,0.843,16.1
"2359",2002,76.6,9.29,NA,0,52.3,93,8.62,0.1,11814.9994,0.835,15.6
"2360",2001,76.2,10.8,NA,0,51.8,93,8.57,0.1,1479.29634,0.824,14.7
"2361",2000,76,11.9,NA,0,51.2,93,8.26,0.1,1227.73677,0.818,14.6
"2362",2015,69.2,NA,98,0,5.5,99,NA,0.1,1922.41388,0.514,9.6
"2363",2014,68.8,0.01,88,0,49.7,94,5.5,0.1,29.652622,0.512,9.6
"2364",2013,68.8,0.01,94,0,48.9,99,5.42,0.1,188.5159,0.509,9.5
"2365",2012,68.7,0.01,99,0,48.1,99,5.48,0.1,1858.689868,0.505,9.4
"2366",2011,68.5,0.99,99,0,47.2,99,5.8,0.1,1642.837974,0.497,9.4
"2367",2010,68.3,1.1,9,0,46.4,94,7.47,0.1,1272.44825,0.492,9.3
"2368",2009,68.1,1.21,92,0,45.5,98,7.92,0.1,1158.282672,0.494,9.3
"2369",2008,68,1.09,89,0,44.7,94,5.97,0.1,125.79167,0.489,9.2
"2370",2007,67.6,0.85,9,0,43.8,93,6.42,0.1,146.931125,0.482,9
"2371",2006,67.6,0.99,99,0,43,99,6.66,0.1,948.6592511,0.47,8.4
"2372",2005,67.4,0.9,83,0,42.1,9,7.83,0.1,88.874858,0.465,8.3
"2373",2004,67.1,1.18,81,0,41.3,89,5.64,0.1,818.442619,0.459,8.1
"2374",2003,66.8,1.18,79,0,4.4,84,6,0.1,744.7657423,0.453,8
"2375",2002,66.5,1.08,75,0,39.6,78,6.9,0.1,784.9562874,0.446,7.3
"2376",2001,66.2,0.7,83,0,38.7,88,6.44,0.1,944.81684,0.442,6.6
"2377",2000,65.8,0.71,81,0,37.9,88,4.56,0.1,154.518572,0.455,7.2
"2378",2015,55,NA,42,7497,24.3,47,NA,0.7,426.98537,NA,NA
"2379",2014,54.3,0.01,42,10229,23.8,47,NA,0.8,417.89143,NA,NA
"2380",2013,54.2,0.01,42,3173,23.3,47,NA,0.8,47.5432354,NA,NA
"2381",2012,53.1,0.01,NA,9983,22.9,47,NA,0.8,NA,NA,NA
"2382",2011,53.1,0.01,NA,17298,22.4,49,NA,0.8,NA,NA,NA
"2383",2010,52.4,0.01,NA,115,22,49,NA,0.8,NA,NA,NA
"2384",2009,52.2,0.01,NA,13,21.5,41,NA,0.8,NA,NA,NA
"2385",2008,51.9,0.01,NA,1081,21.1,4,NA,0.9,NA,NA,NA
"2386",2007,51.5,0.01,NA,1149,2.7,4,NA,0.9,NA,NA,NA
"2387",2006,51.5,0.01,NA,7,2.2,26,NA,0.9,NA,NA,NA
"2388",2005,51.6,0.01,NA,0,19.8,35,NA,0.9,NA,NA,NA
"2389",2004,51.2,0.01,NA,12008,19.4,3,NA,0.9,NA,NA,NA
"2390",2003,51.1,0.01,NA,8257,19,4,NA,0.9,NA,NA,NA
"2391",2002,58,0.01,NA,9559,18.6,4,NA,0.9,NA,NA,NA
"2392",2001,57,0.01,NA,3571,18.2,33,NA,0.8,NA,NA,NA
"2393",2000,55,0.01,NA,3965,17.8,37,NA,0.8,NA,NA,NA
"2394",2015,62.9,NA,75,17,51.1,75,NA,3.6,5769.77258,0.665,13
"2395",2014,62,7.38,8,66,5.3,77,8.8,3.7,6479.625659,0.66,13
"2396",2013,69,7.34,7,25,49.5,73,8.78,4.5,6876.953821,0.652,12.8
"2397",2012,59.2,7.38,68,32,48.7,65,8.79,7.6,7548.163698,0.644,12.8
"2398",2011,58.9,7.38,76,92,47.9,69,8.61,8.5,849.954224,0.638,12.8
"2399",2010,58,7.28,71,12499,47.2,72,8.5,11,7362.76139,0.63,12.8
"2400",2009,56.5,7.6,74,5857,46.4,75,8.39,19,5888.6284,0.622,12.8
"2401",2008,55.3,8.19,76,39,45.7,77,7.75,23.5,5786.59972,0.616,12.9
"2402",2007,54.5,8.48,83,31,45,79,7.53,26.4,6125.39984,0.612,12.9
"2403",2006,54,8.5,83,81,44.3,79,7.57,28.1,5631.73485,0.609,12.9
"2404",2005,53.8,8.69,79,615,43.6,75,7.77,29.5,5414.634326,0.609,12.9
"2405",2004,53.7,6.96,76,830,42.9,73,7.93,29.7,4863.51688,0.611,12.9
"2406",2003,54,6.93,71,244,42.2,7,8.26,28.9,3775.68275,0.613,12.9
"2407",2002,54.9,7.04,72,1043,41.6,7,8.9,26.6,2518.398261,0.62,12.9
"2408",2001,56,7.38,72,1166,4.9,71,8.31,24,2681.781,0.629,13
"2409",2000,57.3,7.3,73,1459,4.1,71,8.7,21.3,337.2253,0.635,13
"2410",2015,57.3,NA,31,878,NA,41,NA,3.4,758.725782,0.421,4.9
"2411",2014,56.6,NA,NA,441,NA,44,2.74,3.5,1151.861715,0.421,4.9
"2412",2013,56.4,NA,NA,525,NA,5,2.62,3.6,1186.11325,0.417,4.9
"2413",2012,56,NA,NA,1952,NA,64,2.77,3.8,958.45581,0.419,4.9
"2414",2011,55.4,NA,NA,1256,NA,66,NA,3.9,176.9713,0.429,4.9
"2415",2010,55,NA,NA,0,NA,NA,NA,4,1562.239346,0,0
"2416",2009,54.3,NA,NA,0,NA,NA,NA,4.2,1264.78998,0,0
"2417",2008,53.6,NA,NA,0,NA,NA,NA,4.2,1678.711862,0,0
"2418",2007,53.1,NA,NA,0,NA,NA,NA,4.2,NA,0,0
"2419",2006,52.5,NA,NA,0,NA,NA,NA,4.1,NA,0,0
"2420",2005,51.9,NA,NA,0,NA,NA,NA,3.9,NA,0,0
"2421",2004,51.4,NA,NA,0,NA,NA,NA,3.8,NA,0,0
"2422",2003,58,NA,NA,0,NA,NA,NA,3.5,NA,0,0
"2423",2002,52,NA,NA,0,NA,NA,NA,3.3,NA,0,0
"2424",2001,49.6,NA,NA,0,NA,NA,NA,3,NA,0,0
"2425",2000,48.9,NA,NA,0,NA,NA,NA,2.7,NA,0,0
"2426",2015,82.8,NA,97,115,66.6,97,NA,0.1,25683.84565,0.882,17.7
"2427",2014,82.6,0.01,96,154,66,97,9.3,0.1,296.47225,0.877,17.6
"2428",2013,82.4,9.25,95,131,65.4,96,9.1,0.1,2921.9342,0.874,17.5
"2429",2012,82,9.35,96,1204,64.8,97,9.39,0.1,28562.29324,0.871,17.2
"2430",2011,82.1,9.62,97,3802,64.1,97,9.48,0.1,31834.21816,0.867,16.9
"2431",2010,81.9,9.78,97,302,63.5,97,9.56,0.1,3736.228,0.86,16.4
"2432",2009,81.6,9.99,96,41,62.9,96,9.52,0.1,32333.4661,0.858,16.3
"2433",2008,81.3,10.24,97,297,62.3,97,8.8,0.1,35578.73619,0.854,16.1
"2434",2007,89,11.05,96,267,61.7,96,8.36,0.1,3279.414,0.849,16
"2435",2006,88,11.86,97,362,61.1,98,8.23,0.1,28482.6948,0.844,15.9
"2436",2005,81,11.92,96,22,6.5,96,8.12,0.1,2651.71745,0.837,15.8
"2437",2004,81,11.96,97,26,59.9,97,8.5,0.1,24918.64584,0.833,15.6
"2438",2003,79.4,12.09,81,256,59.3,99,7.99,0.1,21495.7741,0.83,15.6
"2439",2002,79.5,12.26,82,67,58.8,98,7.25,0.1,1719.53541,0.828,15.7
"2440",2001,79.4,9.86,83,0,58.2,95,7.24,0.1,15323.6114,0.825,15.7
"2441",2000,79.1,11.12,77,152,57.6,95,7.21,0.1,14676.769,0.82,15.7
"2442",2015,74.9,NA,99,1568,23.4,99,NA,0.1,3844.89123,0.764,14
"2443",2014,74.7,2.37,99,1686,22.7,99,3.5,0.1,382.54994,0.76,14
"2444",2013,74.6,2.56,99,2107,21.9,99,3.68,0.1,361.289374,0.757,13.8
"2445",2012,74.5,2.8,99,51,21.2,99,3.21,0.1,335.521375,0.752,13.7
"2446",2011,74.5,3.03,99,60,2.5,99,3.28,0.1,322.992615,0.746,13.6
"2447",2010,74.5,2.31,99,79,19.8,99,3.43,0.1,2819.511161,0.739,13.5
"2448",2009,71.8,2.05,97,21,19.2,97,3.37,0.1,216.681584,0.735,13.4
"2449",2008,72.3,2.1,98,33,18.5,98,3.44,0.1,254.489192,0.731,13.3
"2450",2007,73.7,2.29,98,44,17.9,98,3.76,0.1,1644.816372,0.725,13.2
"2451",2006,73.8,1.96,98,0,17.2,98,4.6,0.1,1448.7611,0.718,13.1
"2452",2005,74.2,1.97,99,3,16.6,99,4.6,0.1,1259.87591,0.712,12.9
"2453",2004,69.1,1.56,62,35,16.1,97,4.28,0.1,174.6692,0.705,12.8
"2454",2003,73.9,1.69,32,65,15.6,98,3.95,0.1,989.4547732,0.697,12.7
"2455",2002,73.7,1.62,NA,139,15.1,98,3.89,0.1,873.1472436,0.699,12.6
"2456",2001,72.7,1.68,NA,309,14.6,98,3.81,0.1,837.699787,0.686,12.5
"2457",2000,71.5,1.45,NA,16527,14.1,99,3.77,0.1,875.412178,0.677,12.4
"2458",2015,64.1,NA,93,3585,NA,93,NA,0.3,2513.884661,0.488,7.2
"2459",2014,63.8,0.01,94,676,NA,94,8.43,0.3,2176.89829,0.485,7.2
"2460",2013,63.5,0.01,93,2813,NA,93,8.42,0.3,1955.66799,0.478,7
"2461",2012,63.2,0.01,92,8523,NA,92,8.2,0.3,1892.894352,0.468,6.8
"2462",2011,62.7,2.12,93,5616,NA,93,8.3,0.3,1666.857757,0.463,7
"2463",2010,62.5,1.77,75,680,NA,9,7.97,0.3,1476.47887,0.461,7
"2464",2009,62,1.99,72,68,NA,81,8.4,0.3,1226.884381,0.456,6.8
"2465",2008,61.8,2.01,78,129,NA,85,8.17,0.3,1291.528826,0.444,6.3
"2466",2007,61.4,2.01,78,327,NA,84,4.72,0.3,1115.6952,0.44,6.4
"2467",2006,61,1.9,6,228,NA,77,3.93,0.2,893.8793645,0.43,6.2
"2468",2005,67,1.55,22,1374,NA,78,3.18,0.2,679.7539949,0.423,6.1
"2469",2004,59.7,1.59,NA,9562,NA,74,3.39,0.2,565.569459,0.415,5.7
"2470",2003,59.6,1.74,NA,4381,NA,69,3.18,0.2,477.738478,0.409,5.6
"2471",2002,59.4,1.59,NA,4529,NA,6,2.95,0.2,412.1517561,0.403,5.6
"2472",2001,58.9,1.81,NA,4362,NA,66,2.96,0.2,377.5254454,0.399,5.6
"2473",2000,58.6,1.76,NA,2875,NA,62,3.23,0.1,361.35843,0.394,5.5
"2474",2015,71.6,NA,89,0,58.3,89,NA,0.4,8818.982566,0.723,12.7
"2475",2014,71.4,6.32,85,0,57.7,85,5.69,0.4,9564.46383,0.722,12.7
"2476",2013,71.2,6.02,86,0,57,86,5.96,0.4,9484.56898,0.719,12.7
"2477",2012,71.3,5.73,84,0,56.3,84,6.9,0.9,9272.413453,0.708,12.7
"2478",2011,76,5.64,86,0,55.5,86,5.93,0.1,8318.97692,0.704,12.5
"2479",2010,73,5.26,86,0,54.8,96,5.81,0.5,833.31332,0.7,12.3
"2480",2009,70,5.13,87,0,54.1,85,6.14,0.6,7443.85178,0.696,12.1
"2481",2008,69.8,4.94,84,0,53.3,85,5.92,1.2,6858.163158,0.691,11.9
"2482",2007,69.5,4.72,84,0,52.6,84,5.92,0.8,5761.39536,0.684,11.7
"2483",2006,69.3,4.52,84,0,51.8,84,6.22,0.6,527.92,0.678,11.5
"2484",2005,68.9,4.47,83,0,51.1,84,6.78,0.6,3595.8855,0.672,11.3
"2485",2004,68.3,4.55,NA,0,5.4,84,6.88,0.9,36.48773,0,11.1
"2486",2003,68,4.53,NA,0,49.7,74,6.62,1,263.1399,0,10.9
"2487",2002,67.9,4.41,NA,0,49,74,7.14,1.6,2232.513244,0,11
"2488",2001,67.7,4.23,NA,0,48.3,65,8.38,1.8,1598.77512,0,11
"2489",2000,67.4,4.29,NA,0,47.6,7,9.65,0.4,1888.61829,0,11.1
"2490",2015,58.9,NA,9,0,32.3,84,NA,7.1,3136.92511,0.541,11.4
"2491",2014,58.4,0.01,98,0,31.8,98,9.25,7.3,3464.35169,0.541,11.4
"2492",2013,57.6,0.01,98,0,31.2,98,9.66,9.8,3598.75972,0.539,11.4
"2493",2012,56.5,0.01,95,0,3.7,92,8.76,12.2,3851.51547,0.534,11.3
"2494",2011,55,5.2,91,0,3.2,85,8.61,15.7,3934.27325,0.526,11.2
"2495",2010,53.6,4.93,89,313,29.7,89,8.47,21.6,369.239336,0.523,11
"2496",2009,52.6,4.9,88,26,29.3,89,8.46,33.7,332.517125,0.519,10.8
"2497",2008,51.4,4.87,9,1,28.9,89,8.19,40.2,2842.438422,0.514,10.6
"2498",2007,50,5.55,92,0,28.5,88,7.5,40.7,347.48798,0.508,10.5
"2499",2006,47.8,5.53,93,0,28.2,88,6.81,43.7,2937.36723,0.502,9.9
"2500",2005,46,5.08,95,0,27.8,88,6.8,49.1,2873.862141,0.495,9.7
"2501",2004,45.6,5.78,93,0,27.4,88,5.88,50.3,2529.633557,0.492,9.4
"2502",2003,45.9,5.65,9,350,27.1,87,5.71,50.6,22.99449,0.493,9.1
"2503",2002,46.4,5.52,88,37,26.7,87,5.16,49.9,1324.996228,0.502,9.2
"2504",2001,47.1,6.72,86,49,26.3,87,5.11,48.8,1437.634951,0.506,9.3
"2505",2000,48.4,7.19,83,10,25.9,87,5.26,46.4,1637.4567,0.516,9.4
"2506",2015,82.4,NA,67,22,59.5,98,NA,0.1,5585.25847,0.909,15.9
"2507",2014,82.3,7.3,67,26,59,98,11.93,0.1,5918.19898,0.906,15.8
"2508",2013,81.9,7.3,67,51,58.5,98,11.97,0.1,6283.24522,0.904,15.8
"2509",2012,81.7,7.4,53,30,58.1,98,11.8,0.1,57134.777,0.903,15.8
"2510",2011,81.7,7.4,42,26,57.7,98,11.7,0.1,59593.28711,0.901,16
"2511",2010,81.5,7.2,NA,6,57.3,98,9.47,0.1,5276.25591,0.895,15.8
"2512",2009,81.4,7.3,NA,3,56.9,98,9.94,0.1,4627.592,0.898,15.8
"2513",2008,81.1,6.9,NA,25,56.5,98,9.23,0.1,55746.84238,0.897,15.7
"2514",2007,89,6.9,NA,1,56.1,98,8.92,0.1,53324.37937,0.895,15.8
"2515",2006,88,6.5,NA,19,55.7,98,8.95,0.1,46256.4716,0.892,15.9
"2516",2005,85,6.5,NA,13,55.3,98,9.6,0.1,4385.35315,0.89,16
